,Region,Capacity,Present,Date,Occupancy Rate,Region Group
731,PIEMONTE,3.919,4.178,2021-01-31,0.0660882878285276,centro
732,PUGLIA,2.686,3.514,2021-01-31,0.30826507818317195,sud
733,SARDEGNA,2.609,2.01,2021-01-31,-0.22958988118052903,isole
734,SICILIA,6.447,5.727,2021-01-31,-0.11167985109353185,isole
735,TOSCANA,3.098,3.159,2021-01-31,0.01969012265978054,centro
736,TRENTINO ALTO ADIGE,498.0,385.0,2021-01-31,-0.2269076305220884,nord-est
737,UMBRIA,1.324,1.292,2021-01-31,-0.024169184290030232,centro
738,VALLE D'AOSTA,177.0,164.0,2021-01-31,-0.07344632768361581,centro
739,VENETO,1.908,2.27,2021-01-31,0.18972746331236912,nord-est
740,ABRUZZO,1.658,1.622,2021-02-28,-0.02171290711700835,sud
741,BASILICATA,401.0,390.0,2021-02-28,-0.027431421446383997,sud
742,CALABRIA,2.704,2.52,2021-02-28,-0.06804733727810652,sud
743,CAMPANIA,6.054,6.519,2021-02-28,0.07680872150644191,sud
744,EMILIA ROMAGNA,2.993,3.27,2021-02-28,0.09254928165720022,nord-est
745,FRIULI VENEZIA GIULIA,467.0,637.0,2021-02-28,0.3640256959314776,nord-est
746,LAZIO,5.23,5.692,2021-02-28,0.08833652007648185,centro
747,LIGURIA,1.12,1.318,2021-02-28,0.17678571428571432,centro
748,LOMBARDIA,6.143,7.766,2021-02-28,0.2642031580660915,centro
749,MARCHE,846.0,857.0,2021-02-28,0.013002364066193817,centro
750,MOLISE,271.0,344.0,2021-02-28,0.2693726937269372,sud
751,PIEMONTE,3.918,4.144,2021-02-28,0.057682491066870956,centro
752,PUGLIA,2.686,3.538,2021-02-28,0.3172002978406552,sud
753,SARDEGNA,2.609,2.019,2021-02-28,-0.22614028363357608,isole
754,SICILIA,6.447,5.793,2021-02-28,-0.10144253140995807,isole
755,TOSCANA,3.098,3.124,2021-02-28,0.008392511297611538,centro
756,TRENTINO ALTO ADIGE,498.0,379.0,2021-02-28,-0.23895582329317266,nord-est
757,UMBRIA,1.324,1.301,2021-02-28,-0.017371601208459264,centro
758,VALLE D'AOSTA,177.0,172.0,2021-02-28,-0.02824858757062143,centro
759,VENETO,1.907,2.292,2021-02-28,0.20188778185631873,nord-est
760,ABRUZZO,1.658,1.638,2021-03-31,-0.012062726176115812,sud
761,BASILICATA,401.0,395.0,2021-03-31,-0.014962593516209433,sud
762,CALABRIA,2.704,2.543,2021-03-31,-0.05954142011834318,sud
763,CAMPANIA,6.085,6.458,2021-03-31,0.061298274445357404,sud
764,EMILIA ROMAGNA,2.992,3.276,2021-03-31,0.09491978609625673,nord-est
765,FRIULI VENEZIA GIULIA,467.0,639.0,2021-03-31,0.3683083511777301,nord-est
766,LAZIO,5.23,5.644,2021-03-31,0.07915869980879542,centro
767,LIGURIA,1.12,1.309,2021-03-31,0.16874999999999973,centro
768,LOMBARDIA,6.146,7.751,2021-03-31,0.2611454604620893,centro
769,MARCHE,846.0,830.0,2021-03-31,-0.01891252955082745,centro
770,MOLISE,271.0,343.0,2021-03-31,0.2656826568265682,sud
771,PIEMONTE,3.918,4.144,2021-03-31,0.057682491066870956,centro
772,PUGLIA,2.882,3.543,2021-03-31,0.2293546148507981,sud
773,SARDEGNA,2.609,2.02,2021-03-31,-0.225756995017248,isole
774,SICILIA,6.447,5.755,2021-03-31,-0.10733674577322794,isole
775,TOSCANA,3.097,3.094,2021-03-31,-0.0009686793671295213,centro
776,TRENTINO ALTO ADIGE,498.0,396.0,2021-03-31,-0.20481927710843373,nord-est
777,UMBRIA,1.324,1.287,2021-03-31,-0.02794561933534756,centro
778,VALLE D'AOSTA,177.0,172.0,2021-03-31,-0.02824858757062143,centro
779,VENETO,1.907,2.272,2021-03-31,0.19140010487676973,nord-est
780,ABRUZZO,1.658,1.648,2021-04-30,-0.006031363088057962,sud
781,BASILICATA,401.0,376.0,2021-04-30,-0.06234413965087282,sud
782,CALABRIA,2.704,2.567,2021-04-30,-0.05066568047337283,sud
783,CAMPANIA,6.087,6.554,2021-04-30,0.07672088056513893,sud
784,EMILIA ROMAGNA,2.993,3.277,2021-04-30,0.0948880721683929,nord-est
785,FRIULI VENEZIA GIULIA,467.0,648.0,2021-04-30,0.3875802997858673,nord-est
786,LAZIO,5.23,5.587,2021-04-30,0.06826003824091775,centro
787,LIGURIA,1.12,1.31,2021-04-30,0.16964285714285698,centro
788,LOMBARDIA,6.146,7.787,2021-04-30,0.267002928734136,centro
789,MARCHE,846.0,849.0,2021-04-30,0.0035460992907800915,centro
790,MOLISE,271.0,339.0,2021-04-30,0.2509225092250922,sud
791,PIEMONTE,3.918,4.119,2021-04-30,0.05130168453292483,centro
792,PUGLIA,2.882,3.585,2021-04-30,0.2439278278972934,sud
793,SARDEGNA,2.606,1.98,2021-04-30,-0.2402148887183423,isole
794,SICILIA,6.447,5.738,2021-04-30,-0.10997363114626957,isole
795,TOSCANA,3.097,3.075,2021-04-30,-0.007103648692282749,centro
796,TRENTINO ALTO ADIGE,498.0,407.0,2021-04-30,-0.18273092369477917,nord-est
797,UMBRIA,1.33,1.306,2021-04-30,-0.018045112781954864,centro
798,VALLE D'AOSTA,177.0,164.0,2021-04-30,-0.07344632768361581,centro
799,VENETO,1.907,2.292,2021-04-30,0.20188778185631873,nord-est
800,ABRUZZO,1.658,1.635,2021-05-31,-0.013872135102533156,sud
801,BASILICATA,401.0,370.0,2021-05-31,-0.07730673316708225,sud
802,CALABRIA,2.704,2.572,2021-05-31,-0.04881656804733736,sud
803,CAMPANIA,6.084,6.554,2021-05-31,0.07725180802103893,sud
804,EMILIA ROMAGNA,2.996,3.241,2021-05-31,0.08177570093457942,nord-est
805,FRIULI VENEZIA GIULIA,467.0,631.0,2021-05-31,0.3511777301927195,nord-est
806,LAZIO,5.23,5.584,2021-05-31,0.06768642447418727,centro
807,LIGURIA,1.127,1.331,2021-05-31,0.18101153504880219,centro
808,LOMBARDIA,6.139,7.777,2021-05-31,0.266818700114025,centro
809,MARCHE,846.0,839.0,2021-05-31,-0.008274231678486954,centro
810,MOLISE,271.0,333.0,2021-05-31,0.22878228782287824,sud
811,PIEMONTE,3.917,4.046,2021-05-31,0.032933367372989686,centro
812,PUGLIA,2.882,3.688,2021-05-31,0.27966689798750877,sud
813,SARDEGNA,2.606,1.969,2021-05-31,-0.24443591711435142,isole
814,SICILIA,6.443,5.817,2021-05-31,-0.09715970821046094,isole
815,TOSCANA,3.097,3.09,2021-05-31,-0.0022602518566354757,centro
816,TRENTINO ALTO ADIGE,498.0,415.0,2021-05-31,-0.16666666666666663,nord-est
817,UMBRIA,1.33,1.326,2021-05-31,-0.003007518796992459,centro
818,VALLE D'AOSTA,177.0,157.0,2021-05-31,-0.11299435028248583,centro
819,VENETO,1.907,2.285,2021-05-31,0.19821709491347672,nord-est
820,ABRUZZO,1.658,1.659,2021-06-30,0.0006031363088059294,sud
821,BASILICATA,401.0,366.0,2021-06-30,-0.08728179551122195,sud
822,CALABRIA,2.704,2.617,2021-06-30,-0.03217455621301779,sud
823,CAMPANIA,6.084,6.533,2021-06-30,0.07380013149243925,sud
824,EMILIA ROMAGNA,2.996,3.25,2021-06-30,0.08477970627503328,nord-est
825,FRIULI VENEZIA GIULIA,467.0,617.0,2021-06-30,0.32119914346895073,nord-est
826,LAZIO,5.23,5.599,2021-06-30,0.07055449330783925,centro
827,LIGURIA,1.125,1.333,2021-06-30,0.18488888888888888,centro
828,LOMBARDIA,6.139,7.745,2021-06-30,0.2616061247760222,centro
829,MARCHE,846.0,840.0,2021-06-30,-0.007092198581560294,centro
830,MOLISE,271.0,334.0,2021-06-30,0.2324723247232472,sud
831,PIEMONTE,3.917,4.009,2021-06-30,0.02348736277763619,centro
832,PUGLIA,2.882,3.679,2021-06-30,0.27654406662040243,sud
833,SARDEGNA,2.606,1.963,2021-06-30,-0.24673829623944732,isole
834,SICILIA,6.443,5.817,2021-06-30,-0.09715970821046094,isole
835,TOSCANA,3.098,3.076,2021-06-30,-0.007101355713363344,centro
836,TRENTINO ALTO ADIGE,498.0,416.0,2021-06-30,-0.16465863453815266,nord-est
837,UMBRIA,1.33,1.337,2021-06-30,0.0052631578947368585,centro
838,VALLE D'AOSTA,177.0,149.0,2021-06-30,-0.1581920903954802,centro
839,VENETO,1.907,2.298,2021-06-30,0.2050340849501835,nord-est
840,ABRUZZO,1.656,1.661,2021-07-31,0.003019323671497709,sud
841,BASILICATA,401.0,358.0,2021-07-31,-0.10723192019950123,sud
842,CALABRIA,2.704,2.604,2021-07-31,-0.03698224852071008,sud
843,CAMPANIA,6.107,6.413,2021-07-31,0.0501064352382512,sud
844,EMILIA ROMAGNA,2.996,3.192,2021-07-31,0.06542056074766367,nord-est
845,FRIULI VENEZIA GIULIA,467.0,624.0,2021-07-31,0.3361884368308352,nord-est
846,LAZIO,5.239,5.544,2021-07-31,0.0582172170261499,centro
847,LIGURIA,1.125,1.328,2021-07-31,0.1804444444444444,centro
848,LOMBARDIA,6.139,7.623,2021-07-31,0.24173318129988597,centro
849,MARCHE,846.0,819.0,2021-07-31,-0.03191489361702127,centro
850,MOLISE,271.0,333.0,2021-07-31,0.22878228782287824,sud
851,PIEMONTE,3.955,3.96,2021-07-31,0.0012642225031604948,centro
852,PUGLIA,2.89,3.662,2021-07-31,0.2671280276816608,sud
853,SARDEGNA,2.605,1.925,2021-07-31,-0.2610364683301344,isole
854,SICILIA,6.443,5.891,2021-07-31,-0.0856743752910134,isole
855,TOSCANA,3.117,3.032,2021-07-31,-0.027269810715431442,centro
856,TRENTINO ALTO ADIGE,498.0,408.0,2021-07-31,-0.1807228915662651,nord-est
857,UMBRIA,1.334,1.346,2021-07-31,0.008995502248875464,centro
858,VALLE D'AOSTA,177.0,140.0,2021-07-31,-0.20903954802259883,centro
859,VENETO,1.907,2.266,2021-07-31,0.18825380178290518,nord-est
860,ABRUZZO,1.656,1.693,2021-08-31,0.022342995169082114,sud
861,BASILICATA,399.0,357.0,2021-08-31,-0.10526315789473684,sud
862,CALABRIA,2.704,2.617,2021-08-31,-0.03217455621301779,sud
863,CAMPANIA,6.108,6.432,2021-08-31,0.05304518664047153,sud
864,EMILIA ROMAGNA,2.996,3.224,2021-08-31,0.07610146862483314,nord-est
865,FRIULI VENEZIA GIULIA,467.0,644.0,2021-08-31,0.37901498929336186,nord-est
866,LAZIO,5.231,5.583,2021-08-31,0.06729114891990062,centro
867,LIGURIA,1.125,1.345,2021-08-31,0.19555555555555548,centro
868,LOMBARDIA,6.139,7.736,2021-08-31,0.26014008796220867,centro
869,MARCHE,846.0,833.0,2021-08-31,-0.015366430260047248,centro
870,MOLISE,271.0,336.0,2021-08-31,0.23985239852398532,sud
871,PIEMONTE,3.955,4.002,2021-08-31,0.01188369152970914,centro
872,PUGLIA,2.888,3.708,2021-08-31,0.28393351800554023,sud
873,SARDEGNA,2.605,1.961,2021-08-31,-0.2472168905950095,isole
874,SICILIA,6.443,5.888,2021-08-31,-0.08613999689585594,isole
875,TOSCANA,3.117,3.041,2021-08-31,-0.02438241899262117,centro
876,TRENTINO ALTO ADIGE,498.0,404.0,2021-08-31,-0.1887550200803213,nord-est
877,UMBRIA,1.335,1.366,2021-08-31,0.023220973782771548,centro
878,VALLE D'AOSTA,177.0,141.0,2021-08-31,-0.2033898305084746,centro
879,VENETO,1.907,2.246,2021-08-31,0.17776612480335596,nord-est
880,ABRUZZO,1.656,1.705,2021-09-30,0.02958937198067635,sud
881,BASILICATA,399.0,358.0,2021-09-30,-0.10275689223057649,sud
882,CALABRIA,2.703,2.635,2021-09-30,-0.02515723270440251,sud
883,CAMPANIA,6.101,6.547,2021-09-30,0.07310277003769872,sud
884,EMILIA ROMAGNA,2.998,3.281,2021-09-30,0.09439626417611735,nord-est
885,FRIULI VENEZIA GIULIA,463.0,646.0,2021-09-30,0.3952483801295896,nord-est
886,LAZIO,5.231,5.58,2021-09-30,0.06671764480978792,centro
887,LIGURIA,1.125,1.355,2021-09-30,0.20444444444444443,centro
888,LOMBARDIA,6.139,7.763,2021-09-30,0.2645381984036488,centro
889,MARCHE,846.0,823.0,2021-09-30,-0.027186761229314405,centro
890,MOLISE,271.0,319.0,2021-09-30,0.17712177121771222,sud
891,PIEMONTE,3.955,4.011,2021-09-30,0.014159292035398341,centro
892,PUGLIA,2.888,3.716,2021-09-30,0.2867036011080333,sud
893,SARDEGNA,2.605,1.985,2021-09-30,-0.23800383877159303,isole
894,SICILIA,6.443,5.934,2021-09-30,-0.07900046562160479,isole
895,TOSCANA,3.117,3.077,2021-09-30,-0.012832852101379522,centro
896,TRENTINO ALTO ADIGE,498.0,415.0,2021-09-30,-0.16666666666666663,nord-est
897,UMBRIA,1.335,1.377,2021-09-30,0.03146067415730336,centro
898,VALLE D'AOSTA,177.0,134.0,2021-09-30,-0.24293785310734461,centro
899,VENETO,1.907,2.269,2021-09-30,0.18982695332983757,nord-est
900,ABRUZZO,1.656,1.716,2021-10-31,0.03623188405797095,sud
901,BASILICATA,399.0,367.0,2021-10-31,-0.08020050125313283,sud
902,CALABRIA,2.703,2.691,2021-10-31,-0.004439511653718142,sud
903,CAMPANIA,6.106,6.668,2021-10-31,0.0920406157877498,sud
904,EMILIA ROMAGNA,2.998,3.284,2021-10-31,0.09539693128752491,nord-est
905,FRIULI VENEZIA GIULIA,463.0,627.0,2021-10-31,0.35421166306695473,nord-est
906,LAZIO,5.231,5.61,2021-10-31,0.0724526859109158,centro
907,LIGURIA,1.109,1.343,2021-10-31,0.21100090171325525,centro
908,LOMBARDIA,6.139,7.797,2021-10-31,0.2700765597002768,centro
909,MARCHE,846.0,833.0,2021-10-31,-0.015366430260047248,centro
910,MOLISE,271.0,317.0,2021-10-31,0.1697416974169741,sud
911,PIEMONTE,3.955,4.08,2021-10-31,0.031605562579013924,centro
912,PUGLIA,2.888,3.741,2021-10-31,0.29536011080332414,sud
913,SARDEGNA,2.605,1.988,2021-10-31,-0.23685220729366607,isole
914,SICILIA,6.448,5.934,2021-10-31,-0.07971464019851116,isole
915,TOSCANA,3.117,3.081,2021-10-31,-0.011549566891241536,centro
916,TRENTINO ALTO ADIGE,498.0,413.0,2021-10-31,-0.1706827309236948,nord-est
917,UMBRIA,1.335,1.425,2021-10-31,0.06741573033707882,centro
918,VALLE D'AOSTA,177.0,128.0,2021-10-31,-0.2768361581920904,centro
919,VENETO,1.907,2.264,2021-10-31,0.18720503408495004,nord-est
920,ABRUZZO,1.656,1.747,2021-11-30,0.05495169082125617,sud
921,BASILICATA,399.0,382.0,2021-11-30,-0.04260651629072687,sud
922,CALABRIA,2.704,2.704,2021-11-30,0.0,sud
923,CAMPANIA,6.108,6.73,2021-11-30,0.10183366077275724,sud
924,EMILIA ROMAGNA,2.998,3.303,2021-11-30,0.10173448965977316,nord-est
925,FRIULI VENEZIA GIULIA,463.0,621.0,2021-11-30,0.3412526997840173,nord-est
926,LAZIO,5.231,5.569,2021-11-30,0.06461479640604084,centro
927,LIGURIA,1.109,1.337,2021-11-30,0.20559062218214597,centro
928,LOMBARDIA,6.129,7.869,2021-11-30,0.28389623103279504,centro
929,MARCHE,846.0,830.0,2021-11-30,-0.01891252955082745,centro
930,MOLISE,271.0,313.0,2021-11-30,0.15498154981549805,sud
931,PIEMONTE,3.955,4.072,2021-11-30,0.029582806573956955,centro
932,PUGLIA,2.882,3.791,2021-11-30,0.3154059680777237,sud
933,SARDEGNA,2.575,1.989,2021-11-30,-0.22757281553398057,isole
934,SICILIA,6.449,6.002,2021-11-30,-0.06931307179407664,isole
935,TOSCANA,3.117,3.079,2021-11-30,-0.012191209496310473,centro
936,TRENTINO ALTO ADIGE,498.0,403.0,2021-11-30,-0.19076305220883538,nord-est
937,UMBRIA,1.335,1.432,2021-11-30,0.07265917602996264,centro
938,VALLE D'AOSTA,177.0,142.0,2021-11-30,-0.19774011299435024,centro
939,VENETO,1.907,2.278,2021-11-30,0.1945464079706345,nord-est
940,ABRUZZO,1.656,1.735,2021-12-31,0.04770531400966194,sud
941,BASILICATA,399.0,376.0,2021-12-31,-0.057644110275689275,sud
942,CALABRIA,2.704,2.681,2021-12-31,-0.008505917159763343,sud
943,CAMPANIA,6.114,6.674,2021-12-31,0.0915930650965,sud
944,EMILIA ROMAGNA,2.998,3.261,2021-12-31,0.08772515010006665,nord-est
945,FRIULI VENEZIA GIULIA,463.0,580.0,2021-12-31,0.25269978401727866,nord-est
946,LAZIO,5.231,5.548,2021-12-31,0.060600267635251504,centro
947,LIGURIA,1.109,1.307,2021-12-31,0.17853922452660043,centro
948,LOMBARDIA,6.129,7.838,2021-12-31,0.2788383096753142,centro
949,MARCHE,846.0,846.0,2021-12-31,0.0,centro
950,MOLISE,271.0,312.0,2021-12-31,0.1512915129151291,sud
951,PIEMONTE,3.951,4.027,2021-12-31,0.019235636547709545,centro
952,PUGLIA,2.907,3.76,2021-12-31,0.2934296525627793,sud
953,SARDEGNA,2.575,1.968,2021-12-31,-0.23572815533980584,isole
954,SICILIA,6.448,5.958,2021-12-31,-0.07599255583126552,isole
955,TOSCANA,3.117,3.028,2021-12-31,-0.028553095925569427,centro
956,TRENTINO ALTO ADIGE,498.0,416.0,2021-12-31,-0.16465863453815266,nord-est
957,UMBRIA,1.335,1.398,2021-12-31,0.04719101123595504,centro
958,VALLE D'AOSTA,177.0,138.0,2021-12-31,-0.22033898305084743,centro
959,VENETO,1.907,2.283,2021-12-31,0.1971683272155218,nord-est
960,ABRUZZO,1.656,1.731,2022-01-31,0.04528985507246386,sud
961,BASILICATA,397.0,364.0,2022-01-31,-0.08312342569269526,sud
962,CALABRIA,2.704,2.662,2022-01-31,-0.015532544378698332,sud
963,CAMPANIA,6.113,6.702,2022-01-31,0.09635203664321934,sud
964,EMILIA ROMAGNA,2.998,3.314,2022-01-31,0.10540360240160096,nord-est
965,FRIULI VENEZIA GIULIA,463.0,587.0,2022-01-31,0.2678185745140389,nord-est
966,LAZIO,5.231,5.555,2022-01-31,0.06193844389218128,centro
967,LIGURIA,1.109,1.308,2022-01-31,0.17944093778178538,centro
968,LOMBARDIA,6.146,7.898,2022-01-31,0.28506345590628057,centro
969,MARCHE,846.0,841.0,2022-01-31,-0.005910165484633523,centro
970,MOLISE,271.0,314.0,2022-01-31,0.15867158671586723,sud
971,PIEMONTE,3.951,4.046,2022-01-31,0.024044545684636764,centro
972,PUGLIA,2.907,3.833,2022-01-31,0.31854145166838665,sud
973,SARDEGNA,2.575,2.0,2022-01-31,-0.22330097087378642,isole
974,SICILIA,6.448,5.972,2022-01-31,-0.07382133995037221,isole
975,TOSCANA,3.117,3.014,2022-01-31,-0.03304459416105232,centro
976,TRENTINO ALTO ADIGE,498.0,411.0,2022-01-31,-0.17469879518072284,nord-est
977,UMBRIA,1.335,1.39,2022-01-31,0.041198501872659055,centro
978,VALLE D'AOSTA,177.0,140.0,2022-01-31,-0.20903954802259883,centro
979,VENETO,1.92,2.29,2022-01-31,0.19270833333333348,nord-est
980,ABRUZZO,1.656,1.719,2022-02-28,0.03804347826086962,sud
981,BASILICATA,412.0,384.0,2022-02-28,-0.06796116504854366,sud
982,CALABRIA,2.704,2.666,2022-02-28,-0.014053254437869866,sud
983,CAMPANIA,6.113,6.743,2022-02-28,0.10305905447407171,sud
984,EMILIA ROMAGNA,2.998,3.291,2022-02-28,0.0977318212141427,nord-est
985,FRIULI VENEZIA GIULIA,463.0,590.0,2022-02-28,0.2742980561555075,nord-est
986,LAZIO,5.231,5.588,2022-02-28,0.06824698910342186,centro
987,LIGURIA,1.109,1.32,2022-02-28,0.19026149684400373,centro
988,LOMBARDIA,6.15,7.931,2022-02-28,0.2895934959349593,centro
989,MARCHE,823.0,836.0,2022-02-28,0.015795868772782606,centro
990,MOLISE,271.0,317.0,2022-02-28,0.1697416974169741,sud
991,PIEMONTE,3.951,3.986,2022-02-28,0.008858516831182106,centro
992,PUGLIA,2.907,3.904,2022-02-28,0.3429652562779497,sud
993,SARDEGNA,2.575,2.019,2022-02-28,-0.2159223300970874,isole
994,SICILIA,6.444,6.112,2022-02-28,-0.051520794537554315,isole
995,TOSCANA,3.118,3.025,2022-02-28,-0.029826812059012164,centro
996,TRENTINO ALTO ADIGE,498.0,403.0,2022-02-28,-0.19076305220883538,nord-est
997,UMBRIA,1.336,1.377,2022-02-28,0.030688622754490913,centro
998,VALLE D'AOSTA,177.0,142.0,2022-02-28,-0.19774011299435024,centro
999,VENETO,1.92,2.292,2022-02-28,0.19374999999999987,nord-est
1000,ABRUZZO,1.656,1.709,2022-03-31,0.03200483091787443,sud
1001,BASILICATA,412.0,384.0,2022-03-31,-0.06796116504854366,sud
1002,CALABRIA,2.704,2.684,2022-03-31,-0.007396449704141994,sud
1003,CAMPANIA,6.113,6.708,2022-03-31,0.09733355144773426,sud
1004,EMILIA ROMAGNA,2.998,3.246,2022-03-31,0.08272181454302863,nord-est
1005,FRIULI VENEZIA GIULIA,463.0,591.0,2022-03-31,0.2764578833693305,nord-est
1006,LAZIO,5.231,5.582,2022-03-31,0.06709998088319624,centro
1007,LIGURIA,1.109,1.319,2022-03-31,0.18935978358881878,centro
1008,LOMBARDIA,6.15,7.987,2022-03-31,0.2986991869918698,centro
1009,MARCHE,823.0,823.0,2022-03-31,0.0,centro
1010,MOLISE,271.0,320.0,2022-03-31,0.18081180811808117,sud
1011,PIEMONTE,3.945,4.004,2022-03-31,0.014955640050696939,centro
1012,PUGLIA,2.906,3.908,2022-03-31,0.3448038540949758,sud
1013,SARDEGNA,2.575,2.017,2022-03-31,-0.21669902912621364,isole
1014,SICILIA,6.448,6.07,2022-03-31,-0.058622828784119174,isole
1015,TOSCANA,3.118,2.974,2022-03-31,-0.04618345093008325,centro
1016,TRENTINO ALTO ADIGE,498.0,440.0,2022-03-31,-0.11646586345381527,nord-est
1017,UMBRIA,1.336,1.402,2022-03-31,0.04940119760479034,centro
1018,VALLE D'AOSTA,177.0,142.0,2022-03-31,-0.19774011299435024,centro
1019,VENETO,1.92,2.299,2022-03-31,0.19739583333333344,nord-est
1020,ABRUZZO,1.656,1.737,2022-04-30,0.048913043478260976,sud
1021,BASILICATA,412.0,378.0,2022-04-30,-0.08252427184466016,sud
1022,CALABRIA,2.704,2.669,2022-04-30,-0.012943786982248517,sud
1023,CAMPANIA,6.113,6.806,2022-04-30,0.11336495992147877,sud
1024,EMILIA ROMAGNA,2.998,3.243,2022-04-30,0.08172114743162107,nord-est
1025,FRIULI VENEZIA GIULIA,463.0,607.0,2022-04-30,0.3110151187904968,nord-est
1026,LAZIO,5.231,5.586,2022-04-30,0.06786465303001354,centro
1027,LIGURIA,1.109,1.321,2022-04-30,0.19116321009918846,centro
1028,LOMBARDIA,6.15,7.962,2022-04-30,0.29463414634146323,centro
1029,MARCHE,824.0,807.0,2022-04-30,-0.020631067961165095,centro
1030,MOLISE,271.0,321.0,2022-04-30,0.18450184501845013,sud
1031,PIEMONTE,3.944,3.992,2022-04-30,0.012170385395537497,centro
1032,PUGLIA,2.906,3.9,2022-04-30,0.3420509291121816,sud
1033,SARDEGNA,2.575,2.018,2022-04-30,-0.21631067961165062,isole
1034,SICILIA,6.447,5.993,2022-04-30,-0.07042035055064366,isole
1035,TOSCANA,3.118,2.959,2022-04-30,-0.05099422706863366,centro
1036,TRENTINO ALTO ADIGE,498.0,426.0,2022-04-30,-0.14457831325301207,nord-est
1037,UMBRIA,1.336,1.42,2022-04-30,0.06287425149700598,centro
1038,VALLE D'AOSTA,177.0,135.0,2022-04-30,-0.23728813559322037,centro
1039,VENETO,1.921,2.315,2022-04-30,0.20510150963040075,nord-est
1040,ABRUZZO,1.658,1.812,2022-05-31,0.09288299155609181,sud
1041,BASILICATA,412.0,388.0,2022-05-31,-0.058252427184465994,sud
1042,CALABRIA,2.704,2.766,2022-05-31,0.022928994082840104,sud
1043,CAMPANIA,6.115,6.742,2022-05-31,0.10253475061324613,sud
1044,EMILIA ROMAGNA,2.998,3.291,2022-05-31,0.0977318212141427,nord-est
1045,FRIULI VENEZIA GIULIA,463.0,621.0,2022-05-31,0.3412526997840173,nord-est
1046,LAZIO,5.231,5.653,2022-05-31,0.08067291148919886,centro
1047,LIGURIA,1.109,1.309,2022-05-31,0.18034265103697011,centro
1048,LOMBARDIA,6.15,7.981,2022-05-31,0.29772357723577225,centro
1049,MARCHE,824.0,807.0,2022-05-31,-0.020631067961165095,centro
1050,MOLISE,271.0,331.0,2022-05-31,0.22140221402214033,sud
1051,PIEMONTE,3.946,4.006,2022-05-31,0.015205271160668943,centro
1052,PUGLIA,2.906,3.829,2022-05-31,0.317618719889883,sud
1053,SARDEGNA,2.575,2.011,2022-05-31,-0.21902912621359227,isole
1054,SICILIA,6.447,5.972,2022-05-31,-0.07367767954087168,isole
1055,TOSCANA,3.118,2.956,2022-05-31,-0.051956382296343806,centro
1056,TRENTINO ALTO ADIGE,498.0,427.0,2022-05-31,-0.142570281124498,nord-est
1057,UMBRIA,1.336,1.413,2022-05-31,0.05763473053892221,centro
1058,VALLE D'AOSTA,177.0,140.0,2022-05-31,-0.20903954802259883,centro
1059,VENETO,1.921,2.316,2022-05-31,0.20562207183758452,nord-est
1060,ABRUZZO,1.659,1.824,2022-06-30,0.09945750452079571,sud
1061,BASILICATA,420.0,397.0,2022-06-30,-0.05476190476190479,sud
1062,CALABRIA,2.704,2.774,2022-06-30,0.025887573964497035,sud
1063,CAMPANIA,6.124,6.726,2022-06-30,0.09830176355323328,sud
1064,EMILIA ROMAGNA,3.007,3.315,2022-06-30,0.10242766877286336,nord-est
1065,FRIULI VENEZIA GIULIA,463.0,598.0,2022-06-30,0.29157667386609076,nord-est
1066,LAZIO,5.231,5.667,2022-06-30,0.08334926400305864,centro
1067,LIGURIA,1.133,1.323,2022-06-30,0.1676963812886143,centro
1068,LOMBARDIA,6.15,7.962,2022-06-30,0.29463414634146323,centro
1069,MARCHE,824.0,808.0,2022-06-30,-0.01941747572815533,centro
1070,MOLISE,271.0,346.0,2022-06-30,0.2767527675276753,sud
1071,PIEMONTE,3.944,4.015,2022-06-30,0.018002028397565928,centro
1072,PUGLIA,2.896,3.817,2022-06-30,0.31802486187845314,sud
1073,SARDEGNA,2.575,2.004,2022-06-30,-0.22174757281553403,isole
1074,SICILIA,6.447,5.955,2022-06-30,-0.07631456491391342,isole
1075,TOSCANA,3.118,2.994,2022-06-30,-0.039769082745349515,centro
1076,TRENTINO ALTO ADIGE,498.0,426.0,2022-06-30,-0.14457831325301207,nord-est
1077,UMBRIA,1.336,1.406,2022-06-30,0.05239520958083821,centro
1078,VALLE D'AOSTA,177.0,139.0,2022-06-30,-0.21468926553672318,centro
1079,VENETO,1.923,2.345,2022-06-30,0.21944877795111806,nord-est
1080,ABRUZZO,1.659,1.842,2022-07-31,0.11030741410488254,sud
1081,BASILICATA,420.0,405.0,2022-07-31,-0.0357142857142857,sud
1082,CALABRIA,2.704,2.759,2022-07-31,0.02034023668639051,sud
1083,CAMPANIA,6.125,6.665,2022-07-31,0.0881632653061224,sud
1084,EMILIA ROMAGNA,3.01,3.321,2022-07-31,0.10332225913621285,nord-est
1085,FRIULI VENEZIA GIULIA,463.0,585.0,2022-07-31,0.2634989200863931,nord-est
1086,LAZIO,5.234,5.755,2022-07-31,0.09954145968666417,centro
1087,LIGURIA,1.133,1.372,2022-07-31,0.21094439541041488,centro
1088,LOMBARDIA,6.15,7.996,2022-07-31,0.30016260162601616,centro
1089,MARCHE,823.0,802.0,2022-07-31,-0.025516403402187082,centro
1090,MOLISE,271.0,332.0,2022-07-31,0.22509225092250928,sud
1091,PIEMONTE,3.947,4.019,2022-07-31,0.018241702558905448,centro
1092,PUGLIA,2.896,3.848,2022-07-31,0.3287292817679559,sud
